キャンペーンのパフォーマンス
2021年1月1日 - 2026年6月15日
日,キャンペーン,クリック数,表示回数,クリック率,通貨コード,平均クリック単価,費用,コンバージョン,コンバージョン率,コンバージョン単価,すべてのコンバージョン,すべてのコンバージョン値,検索広告の最上部インプレッション シェア,検索広告の上部インプレッション シェア,検索広告のインプレッション シェア,検索広告の IS 損失率（ランク）,検索広告の IS 損失率（予算）
2024-06-08,02_一般／リースバック-部分一致｜再々構築 #5,48,498,9.64%,JPY,671,32231,0.00,0.00%,0,0.00,0.00,< 10 %,17.81%,19.76%,33.06%,47.18%
2024-06-09,02_一般／リースバック-部分一致｜再々構築 #5,43,246,17.48%,JPY,774,33283,0.00,0.00%,0,0.00,0.00,< 10 %,13.00%,14.14%,18.18%,67.68%
2024-06-10,02_一般／リースバック-部分一致｜再々構築 #5,47,459,10.24%,JPY,687,32287,1.00,2.13%,32287,1.00,"1,000.00",< 10 %,13.02%,15.13%,22.61%,62.26%
2024-06-11,02_一般／リースバック-部分一致｜再々構築 #5,43,465,9.25%,JPY,796,34221,1.00,2.33%,34221,1.00,"1,000.00",< 10 %,13.90%,15.25%,32.70%,52.04%
2024-06-12,02_一般／リースバック-部分一致｜再々構築 #5,41,394,10.41%,JPY,878,36013,3.00,7.32%,12004,3.00,"3,000.00",< 10 %,13.30%,14.79%,33.17%,52.03%
2024-06-13,02_一般／リースバック-部分一致｜再々構築 #5,58,429,13.52%,JPY,600,34778,1.50,2.59%,23185,1.50,"1,500.00",< 10 %,13.14%,14.50%,26.71%,58.78%
2024-06-14,02_一般／リースバック-部分一致｜再々構築 #5,24,212,11.32%,JPY,1028,24681,0.50,2.08%,49362,0.50,500.00,< 10 %,< 10 %,11.02%,19.29%,69.68%
2024-06-15,02_一般／リースバック-部分一致｜再々構築 #5,43,323,13.31%,JPY,791,34013,1.00,2.33%,34013,1.00,"1,000.00",< 10 %,16.40%,18.32%,35.56%,46.11%
2024-06-16,02_一般／リースバック-部分一致｜再々構築 #5,35,335,10.45%,JPY,773,27072,0.00,0.00%,0,0.00,0.00,< 10 %,13.00%,14.71%,26.35%,58.94%
2024-06-17,02_一般／リースバック-部分一致｜再々構築 #5,49,419,11.69%,JPY,575,28192,1.00,2.04%,28192,1.00,"1,000.00",< 10 %,14.36%,16.56%,18.64%,64.80%
2024-06-18,02_一般／リースバック-部分一致｜再々構築 #5,38,356,10.67%,JPY,626,23802,0.00,0.00%,0,0.00,0.00,< 10 %,10.70%,12.30%,16.86%,70.84%
2024-06-19,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-06-19,02_一般／リースバック-部分一致｜再々構築 #5,35,347,10.09%,JPY,856,29956,4.00,11.43%,7489,4.00,"4,000.00",< 10 %,13.52%,15.10%,25.06%,59.84%
2024-06-20,01_指名,0,2,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,66.67%,66.67%,33.33%,0.00%
2024-06-20,02_一般／リースバック-部分一致｜再々構築 #5,37,379,9.76%,JPY,864,31964,1.00,2.70%,31964,1.00,"1,000.00",< 10 %,12.46%,14.64%,24.60%,60.76%
2024-06-21,02_一般／リースバック-部分一致｜再々構築 #5,39,423,9.22%,JPY,546,21305,1.00,2.56%,21305,1.00,"1,000.00",< 10 %,11.21%,13.12%,21.37%,65.51%
2024-06-22,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-06-22,02_一般／リースバック-部分一致｜再々構築 #5,31,334,9.28%,JPY,1002,31051,3.00,9.68%,10350,3.00,"3,000.00",< 10 %,14.76%,16.75%,35.37%,47.88%
2024-06-23,01_指名,1,3,33.33%,JPY,2303,2303,0.00,0.00%,0,0.00,0.00,< 10 %,66.67%,100.00%,0.00%,0.00%
2024-06-23,02_一般／リースバック-部分一致｜再々構築 #5,63,409,15.40%,JPY,932,58733,3.00,4.76%,19578,3.00,"3,000.00",< 10 %,15.53%,17.54%,36.91%,45.55%
2024-06-24,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,100.00%,100.00%,0.00%,0.00%
2024-06-24,02_一般／リースバック-部分一致｜再々構築 #5,48,434,11.06%,JPY,916,43979,1.00,2.08%,43979,1.00,"1,000.00",< 10 %,12.27%,14.41%,26.60%,58.99%
2024-06-25,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,100.00%,100.00%,0.00%,0.00%
2024-06-25,02_一般／リースバック-部分一致｜再々構築 #5,63,587,10.73%,JPY,641,40405,1.00,1.59%,40405,1.00,"1,000.00",< 10 %,15.09%,17.31%,35.79%,46.91%
2024-06-26,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-06-26,02_一般／リースバック-部分一致｜再々構築 #5,45,569,7.91%,JPY,831,37406,0.00,0.00%,0,0.00,0.00,< 10 %,17.04%,20.37%,34.42%,45.21%
2024-06-27,01_指名,1,1,100.00%,JPY,377,377,0.00,0.00%,0,0.00,0.00,100.00%,100.00%,100.00%,0.00%,0.00%
2024-06-27,02_一般／リースバック-部分一致｜再々構築 #5,43,438,9.82%,JPY,895,38483,1.00,2.33%,38483,1.00,"1,000.00",< 10 %,14.63%,17.41%,34.25%,48.35%
2024-06-27,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-06-28,02_一般／リースバック-部分一致｜再々構築 #5,39,355,10.99%,JPY,970,37818,1.00,2.56%,37818,1.00,"1,000.00",< 10 %,11.86%,14.13%,37.49%,48.38%
2024-06-28,02_一般／リースバック-完全一致,27,293,9.22%,JPY,704,19005,2.00,7.41%,9503,2.00,"2,000.00",16.56%,50.31%,57.06%,42.94%,0.00%
2024-06-29,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,100.00%,100.00%,0.00%,0.00%
2024-06-29,02_一般／リースバック-部分一致｜再々構築 #5,39,285,13.68%,JPY,1029,40112,1.00,2.56%,40112,1.00,"1,000.00",< 10 %,15.37%,17.70%,38.66%,43.63%
2024-06-29,02_一般／リースバック-完全一致,23,108,21.30%,JPY,961,22101,1.00,4.35%,22101,1.00,"1,000.00",28.42%,62.11%,66.32%,33.68%,0.00%
2024-06-30,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-06-30,02_一般／リースバック-部分一致｜再々構築 #5,42,373,11.26%,JPY,761,31972,4.00,9.52%,7993,4.00,"4,000.00",< 10 %,19.29%,22.32%,58.82%,18.86%
2024-06-30,02_一般／リースバック-完全一致,14,66,21.21%,JPY,1327,18578,0.00,0.00%,0,0.00,0.00,< 10 %,47.13%,47.13%,34.48%,18.39%
2024-07-01,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,100.00%,100.00%,0.00%,0.00%
2024-07-01,02_一般／リースバック-部分一致｜再々構築 #5,59,446,13.23%,JPY,723,42666,0.00,0.00%,0,0.00,0.00,< 10 %,15.32%,17.35%,16.83%,65.81%
2024-07-01,02_一般／リースバック-完全一致,10,89,11.24%,JPY,2255,22551,0.00,0.00%,0,0.00,0.00,< 10 %,30.81%,36.70%,4.26%,59.04%
2024-07-02,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2024-07-02,02_一般／リースバック-部分一致｜再々構築 #5,42,345,12.17%,JPY,952,39971,1.00,2.38%,39971,1.00,"1,000.00",< 10 %,15.05%,17.74%,16.09%,66.18%
2024-07-02,02_一般／リースバック-完全一致,18,174,10.34%,JPY,1335,24036,0.00,0.00%,0,0.00,0.00,11.41%,41.61%,47.30%,16.22%,36.49%
2024-07-03,01_指名,1,1,100.00%,JPY,1161,1161,0.00,0.00%,0,0.00,0.00,< 10 %,50.00%,50.00%,50.00%,0.00%
2024-07-03,02_一般／リースバック-部分一致｜再々構築 #5,45,457,9.85%,JPY,799,35946,0.00,0.00%,0,0.00,0.00,< 10 %,15.76%,19.45%,32.72%,47.83%
2024-07-03,02_一般／リースバック-完全一致,22,189,11.64%,JPY,988,21742,0.00,0.00%,0,0.00,0.00,12.82%,48.29%,52.17%,12.17%,35.65%
2024-07-04,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2024-07-04,02_一般／リースバック-部分一致｜再々構築 #5,41,587,6.98%,JPY,764,31334,1.00,2.44%,31334,1.00,"1,000.00",< 10 %,17.49%,22.54%,67.61%,9.85%
2024-07-05,01_指名,1,1,100.00%,JPY,896,896,0.00,0.00%,0,0.00,0.00,< 10 %,100.00%,100.00%,0.00%,0.00%
2024-07-05,02_一般／リースバック-部分一致｜再々構築 #5,38,492,7.72%,JPY,780,29625,0.00,0.00%,0,0.00,0.00,< 10 %,17.32%,23.14%,57.62%,19.24%
2024-07-06,02_一般／リースバック-部分一致｜再々構築 #5,26,287,9.06%,JPY,1088,28277,1.00,3.85%,28277,1.00,"1,000.00",< 10 %,13.27%,17.65%,53.76%,28.59%
2024-07-07,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-07-07,02_一般／リースバック-部分一致｜再々構築 #5,39,341,11.44%,JPY,819,31922,0.00,0.00%,0,0.00,0.00,< 10 %,14.44%,18.67%,60.06%,21.27%
2024-07-08,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,100.00%,100.00%,0.00%,0.00%
2024-07-08,02_一般／リースバック-部分一致｜再々構築 #5,22,267,8.24%,JPY,1138,25045,1.00,4.55%,25045,1.00,"1,000.00",< 10 %,15.06%,19.40%,78.81%,1.79%
2024-07-08,L2_一般｜リースバック - LP06,0,2,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,20.00%,40.00%,40.00%,60.00%,0.00%
2024-07-08,L2_一般｜リースバック - LP07,1,1,100.00%,JPY,753,753,0.00,0.00%,0,0.00,0.00,< 10 %,50.00%,50.00%,50.00%,0.00%
2024-07-09,L2_一般｜リースバック - LP06,29,591,4.91%,JPY,1378,39965,1.00,3.45%,39965,1.00,"1,000.00",10.87%,51.69%,61.68%,38.32%,0.00%
2024-07-09,L2_一般｜リースバック - LP07,42,657,6.39%,JPY,951,39944,0.00,0.00%,0,0.00,0.00,11.99%,35.02%,42.99%,57.01%,0.00%
2024-07-10,L2_一般｜リースバック - LP06,14,245,5.71%,JPY,1813,25376,3.00,21.43%,8459,3.00,"3,000.00",< 10 %,20.52%,23.91%,20.70%,55.39%
2024-07-10,L2_一般｜リースバック - LP07,13,303,4.29%,JPY,1648,21425,0.00,0.00%,0,0.00,0.00,< 10 %,12.90%,15.48%,21.43%,63.10%
2024-07-11,L2_一般｜リースバック - LP06,13,291,4.47%,JPY,1573,20447,1.00,7.69%,20447,1.00,"1,000.00",< 10 %,23.02%,27.27%,17.80%,54.92%
2024-07-11,L2_一般｜リースバック - LP07,23,610,3.77%,JPY,944,21721,2.00,8.70%,10860,2.00,"2,000.00",< 10 %,24.68%,29.93%,19.31%,50.76%
2024-07-12,L2_一般｜リースバック - LP06,25,314,7.96%,JPY,1010,25238,1.00,4.00%,25238,1.00,"1,000.00",< 10 %,18.28%,22.41%,23.75%,53.85%
2024-07-12,L2_一般｜リースバック - LP07,37,583,6.35%,JPY,600,22211,2.00,5.41%,11105,2.00,"2,000.00",< 10 %,16.23%,20.12%,38.35%,41.53%
2024-07-13,L2_一般｜リースバック - LP06,23,284,8.10%,JPY,1116,25661,3.00,13.04%,8554,3.00,"3,000.00",< 10 %,18.36%,24.34%,27.13%,48.53%
2024-07-13,L2_一般｜リースバック - LP07,37,609,6.08%,JPY,788,29146,1.00,2.70%,29146,1.00,"1,000.00",< 10 %,17.69%,24.11%,68.42%,7.47%
2024-07-14,L2_一般｜リースバック - LP06,36,391,9.21%,JPY,582,20966,3.00,8.33%,6989,3.00,"3,000.00",< 10 %,15.29%,19.08%,7.05%,73.88%
2024-07-14,L2_一般｜リースバック - LP07,81,870,9.31%,JPY,269,21789,2.00,2.47%,10895,2.00,"2,000.00",< 10 %,15.66%,20.09%,9.38%,70.54%
2024-07-15,L2_一般｜リースバック - LP06,47,629,7.47%,JPY,450,21152,2.00,4.26%,10576,2.00,"2,000.00",< 10 %,14.13%,19.86%,5.52%,74.62%
2024-07-15,L2_一般｜リースバック - LP07,79,965,8.19%,JPY,267,21092,6.00,7.59%,3515,6.00,"6,000.00",< 10 %,13.74%,16.67%,11.78%,71.56%
2024-07-16,L2_一般｜リースバック - LP06,142,"1,998",7.11%,JPY,274,38849,11.00,7.75%,3532,16.00,"16,000.00",< 10 %,< 10 %,14.84%,3.89%,81.27%
2024-07-16,L2_一般｜リースバック - LP07,87,"1,052",8.27%,JPY,242,21067,5.00,5.75%,4213,5.00,"5,000.00",< 10 %,< 10 %,< 10 %,1.29%,> 90 %
2024-07-17,L2_一般｜リースバック - LP06,167,"2,078",8.04%,JPY,252,42125,0.00,0.00%,0,18.00,"18,000.00",< 10 %,< 10 %,< 10 %,0.51%,> 90 %
2024-07-18,L2_一般｜リースバック - LP06,104,"1,729",6.02%,JPY,198,20632,0.00,0.00%,0,10.00,"10,000.00",< 10 %,< 10 %,< 10 %,0.22%,> 90 %
2024-07-18,L2_一般｜リースバック - new,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-07-19,L2_一般｜リースバック - LP06,33,324,10.19%,JPY,143,4732,0.00,0.00%,0,3.00,"3,000.00",< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2024-07-19,L2_一般｜リースバック - new,43,610,7.05%,JPY,1411,60686,0.00,0.00%,0,1.00,"1,000.00",< 10 %,24.07%,29.53%,6.44%,64.03%
2024-07-19,L2_一般｜リースバック - new 完全一致,0,9,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,50.00%,70.00%,80.00%,20.00%,0.00%
2024-07-20,L2_一般｜リースバック - new,44,452,9.73%,JPY,825,36288,0.00,0.00%,0,0.00,0.00,< 10 %,43.53%,53.19%,43.39%,3.42%
2024-07-20,L2_一般｜リースバック - new 完全一致,12,106,11.32%,JPY,1893,22722,0.00,0.00%,0,0.00,0.00,15.91%,58.33%,70.45%,29.55%,0.00%
2024-07-21,02_一般／リースバック-部分一致｜再々構築 #5,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-07-21,L2_一般｜リースバック - new,38,310,12.26%,JPY,1114,42328,0.00,0.00%,0,1.00,"1,000.00",< 10 %,24.37%,32.21%,9.27%,58.52%
2024-07-22,02_一般／リースバック-部分一致｜再々構築 #5,19,286,6.64%,JPY,1004,19072,3.00,15.79%,6357,3.00,"3,000.00",< 10 %,43.12%,56.64%,43.36%,0.00%
2024-07-22,L2_一般｜リースバック - new,17,203,8.37%,JPY,853,14496,1.00,5.88%,14496,2.00,"2,000.00",< 10 %,25.60%,34.35%,32.82%,32.82%
2024-07-22,02_一般／リースバック-部分一致｜埼玉LP06,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-07-23,02_一般／リースバック-部分一致｜再々構築 #5,50,575,8.70%,JPY,1103,55160,1.00,2.00%,55160,1.00,"1,000.00",< 10 %,34.37%,42.29%,53.83%,3.88%
2024-07-23,02_一般／リースバック-部分一致｜埼玉LP06,29,200,14.50%,JPY,1379,39978,0.00,0.00%,0,0.00,0.00,20.75%,44.81%,47.72%,42.74%,9.54%
2024-07-24,02_一般／リースバック-部分一致｜再々構築 #5,45,468,9.62%,JPY,763,34325,3.00,6.67%,11442,3.00,"3,000.00",< 10 %,24.85%,30.87%,36.97%,32.16%
2024-07-24,02_一般／リースバック-部分一致｜埼玉LP06,27,447,6.04%,JPY,577,15592,0.00,0.00%,0,4.00,"4,000.00",< 10 %,39.13%,43.48%,0.00%,56.52%
2024-07-25,02_一般／リースバック-部分一致｜再々構築 #5,86,663,12.97%,JPY,885,76071,1.00,1.16%,76071,1.00,"1,000.00",< 10 %,< 10 %,11.21%,2.10%,86.69%
2024-07-26,02_一般／リースバック-部分一致｜再々構築 #5,67,520,12.88%,JPY,889,59595,0.00,0.00%,0,1.00,"1,000.00",< 10 %,< 10 %,< 10 %,1.41%,> 90 %
2024-07-27,02_一般／リースバック-部分一致｜再々構築 #5,62,551,11.25%,JPY,1322,81934,3.00,4.84%,27311,3.00,"3,000.00",< 10 %,24.06%,30.11%,68.74%,1.14%
2024-07-28,02_一般／リースバック-部分一致｜再々構築 #5,87,671,12.97%,JPY,1025,89182,3.00,3.45%,29727,5.00,"5,000.00",< 10 %,27.85%,33.53%,66.47%,0.00%
2024-07-29,02_一般／リースバック-部分一致｜再々構築 #5,86,870,9.89%,JPY,1475,126837,3.00,3.49%,42279,3.00,"3,000.00",< 10 %,25.16%,32.55%,67.24%,0.21%
2024-07-30,02_一般／リースバック-部分一致｜再々構築 #5,89,850,10.47%,JPY,1070,95250,1.00,1.12%,95250,1.00,"1,000.00",< 10 %,24.75%,32.37%,67.63%,0.00%
2024-07-31,02_一般／リースバック-部分一致｜再々構築 #5,87,884,9.84%,JPY,600,52168,2.00,2.30%,26084,3.00,"3,000.00",< 10 %,24.25%,34.67%,64.83%,0.49%
2024-08-01,02_一般／リースバック-部分一致｜再々構築 #5,40,434,9.22%,JPY,1476,59041,0.00,0.00%,0,0.00,0.00,< 10 %,16.08%,22.70%,15.95%,61.35%
2024-08-02,02_一般／リースバック-部分一致｜再々構築 #5,69,642,10.75%,JPY,889,61325,2.00,2.90%,30663,2.00,"2,000.00",< 10 %,23.20%,28.99%,60.56%,10.45%
2024-08-03,02_一般／リースバック-部分一致｜再々構築 #5,90,847,10.63%,JPY,1257,113108,4.00,4.44%,28277,4.00,"4,000.00",< 10 %,31.76%,37.15%,62.75%,0.11%
2024-08-04,02_一般／リースバック-部分一致｜再々構築 #5,117,896,13.06%,JPY,1036,121194,6.00,5.13%,20199,6.00,"6,000.00",< 10 %,32.34%,38.08%,61.92%,0.00%
2024-08-05,02_一般／リースバック-部分一致｜再々構築 #5,123,"1,113",11.05%,JPY,1043,128335,1.83,1.49%,70001,1.83,"1,833.33",< 10 %,28.82%,35.29%,64.71%,0.00%
2024-08-06,02_一般／リースバック-部分一致｜再々構築 #5,118,954,12.37%,JPY,997,117661,2.17,1.84%,54305,2.17,"2,166.67",< 10 %,23.21%,28.86%,37.27%,33.88%
2024-08-07,02_一般／リースバック-部分一致｜再々構築 #5,117,"1,049",11.15%,JPY,1188,138998,3.00,2.56%,46333,4.00,"4,000.00",< 10 %,22.56%,28.34%,35.87%,35.79%
2024-08-08,02_一般／リースバック-部分一致｜再々構築 #5,121,"1,306",9.26%,JPY,945,114341,1.00,0.83%,114341,1.00,"1,000.00",< 10 %,27.74%,34.61%,40.69%,24.70%
2024-08-09,02_一般／リースバック-部分一致｜再々構築 #5,98,757,12.95%,JPY,567,55556,0.00,0.00%,0,1.00,"1,000.00",< 10 %,18.26%,20.66%,47.13%,32.21%
2024-08-10,02_一般／リースバック-部分一致｜再々構築 #5,31,329,9.42%,JPY,1020,31626,0.00,0.00%,0,1.00,"1,000.00",< 10 %,19.07%,23.40%,22.52%,54.07%
2024-08-11,02_一般／リースバック-部分一致｜再々構築 #5,38,392,9.69%,JPY,811,30830,1.00,2.63%,30830,1.00,"1,000.00",< 10 %,20.86%,25.86%,26.86%,47.29%
2024-08-12,02_一般／リースバック-部分一致｜再々構築 #5,45,390,11.54%,JPY,681,30663,0.00,0.00%,0,0.00,0.00,< 10 %,22.07%,27.12%,29.08%,43.80%
2024-08-16,02_一般／リースバック-部分一致｜再々構築 #5,12,124,9.68%,JPY,755,9058,0.00,0.00%,0,0.00,0.00,20.29%,60.14%,71.83%,28.17%,0.00%
2024-08-17,02_一般／リースバック-部分一致｜再々構築 #5,45,376,11.97%,JPY,1068,48058,2.00,4.44%,24029,2.00,"2,000.00",< 10 %,30.92%,38.06%,19.67%,42.27%
2024-08-18,02_一般／リースバック-部分一致｜再々構築 #5,58,450,12.89%,JPY,615,35692,2.00,3.45%,17846,2.00,"2,000.00",< 10 %,21.30%,26.79%,16.86%,56.36%
2024-08-19,02_一般／リースバック-部分一致｜再々構築 #5,56,534,10.49%,JPY,690,38666,1.00,1.79%,38666,1.00,"1,000.00",< 10 %,17.10%,22.92%,12.61%,64.46%
2024-08-20,02_一般／リースバック-部分一致｜再々構築 #5,48,537,8.94%,JPY,803,38551,1.00,2.08%,38551,1.00,"1,000.00",< 10 %,17.19%,21.20%,11.73%,67.07%
2024-08-21,02_一般／リースバック-部分一致｜再々構築 #5,40,404,9.90%,JPY,919,36768,1.00,2.50%,36768,1.00,"1,000.00",< 10 %,15.75%,20.27%,23.65%,56.07%
2024-08-22,02_一般／リースバック-部分一致｜再々構築 #5,44,424,10.38%,JPY,695,30582,2.00,4.55%,15291,2.00,"2,000.00",< 10 %,14.02%,19.31%,22.58%,58.11%
2024-08-23,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,100.00%,100.00%,0.00%,0.00%
2024-08-23,02_一般／リースバック-部分一致｜再々構築 #5,26,279,9.32%,JPY,881,22894,0.00,0.00%,0,0.00,0.00,< 10 %,11.68%,15.57%,20.34%,64.10%
2024-08-24,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,100.00%,100.00%,0.00%,0.00%
2024-08-24,02_一般／リースバック-部分一致｜再々構築 #5,22,269,8.18%,JPY,1254,27583,2.00,9.09%,13791,2.00,"2,000.00",< 10 %,14.78%,20.86%,20.30%,58.83%
2024-08-25,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-08-25,02_一般／リースバック-部分一致｜再々構築 #5,41,453,9.05%,JPY,613,25121,0.00,0.00%,0,0.00,0.00,< 10 %,20.74%,26.33%,26.97%,46.70%
2024-08-26,01_指名,1,3,33.33%,JPY,509,509,0.00,0.00%,0,0.00,0.00,< 10 %,100.00%,100.00%,0.00%,0.00%
2024-08-26,02_一般／リースバック-部分一致｜再々構築 #5,68,564,12.06%,JPY,896,60950,2.00,2.94%,30475,2.00,"2,000.00",< 10 %,15.98%,21.67%,27.37%,50.96%
2024-08-27,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,50.00%,50.00%,50.00%,0.00%
2024-08-27,02_一般／リースバック-部分一致｜再々構築 #5,62,574,10.80%,JPY,1101,68263,4.00,6.45%,17066,4.00,"4,000.00",< 10 %,14.38%,20.43%,33.83%,45.75%
2024-08-28,02_一般／リースバック-部分一致｜再々構築 #5,77,639,12.05%,JPY,923,71088,0.00,0.00%,0,0.00,0.00,< 10 %,18.27%,24.29%,34.47%,41.24%
2024-08-29,02_一般／リースバック-部分一致｜再々構築 #5,50,495,10.10%,JPY,1156,57822,0.00,0.00%,0,0.00,0.00,< 10 %,14.93%,22.01%,27.02%,50.97%
2024-08-30,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2024-08-30,02_一般／リースバック-部分一致｜再々構築 #5,50,536,9.33%,JPY,1035,51738,1.00,2.00%,51738,1.00,"1,000.00",< 10 %,19.14%,25.64%,8.24%,66.11%
2024-08-31,01_指名,0,5,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,30.00%,50.00%,50.00%,0.00%
2024-08-31,02_一般／リースバック-部分一致｜再々構築 #5,56,535,10.47%,JPY,895,50142,4.00,7.14%,12536,4.00,"4,000.00",< 10 %,26.24%,32.65%,13.69%,53.66%
2024-09-01,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,100.00%,100.00%,0.00%,0.00%
2024-09-01,02_一般／リースバック-部分一致｜再々構築 #5,65,478,13.60%,JPY,975,63407,2.00,3.08%,31703,2.00,"2,000.00",< 10 %,20.04%,24.71%,17.83%,57.46%
2024-09-02,02_一般／リースバック-部分一致｜再々構築 #5,76,668,11.38%,JPY,871,66182,1.00,1.32%,66182,1.00,"1,000.00",< 10 %,20.10%,25.29%,11.45%,63.26%
2024-09-03,02_一般／リースバック-部分一致｜再々構築 #5,82,770,10.65%,JPY,763,62578,2.00,2.44%,31289,2.00,"2,000.00",< 10 %,18.58%,23.91%,11.36%,64.73%
2024-09-04,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-09-04,02_一般／リースバック-部分一致｜再々構築 #5,63,795,7.92%,JPY,989,62286,3.00,4.76%,20762,3.00,"3,000.00",< 10 %,20.58%,26.99%,17.41%,55.61%
2024-09-05,01_指名,0,2,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,33.33%,66.67%,33.33%,0.00%
2024-09-05,02_一般／リースバック-部分一致｜再々構築 #5,55,601,9.15%,JPY,1034,56855,1.00,1.82%,56855,1.00,"1,000.00",< 10 %,16.98%,23.83%,14.16%,62.01%
2024-09-06,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-09-06,02_一般／リースバック-部分一致｜再々構築 #5,44,411,10.71%,JPY,747,32887,2.00,4.55%,16444,2.00,"2,000.00",< 10 %,12.65%,19.45%,9.45%,71.10%
2024-09-07,02_一般／リースバック-部分一致｜再々構築 #5,44,436,10.09%,JPY,761,33463,2.00,4.55%,16731,2.00,"2,000.00",< 10 %,18.87%,23.73%,6.54%,69.73%
2024-09-08,02_一般／リースバック-部分一致｜再々構築 #5,29,258,11.24%,JPY,810,23502,1.00,3.45%,23502,1.00,"1,000.00",< 10 %,10.43%,12.95%,3.04%,84.00%
2024-09-09,02_一般／リースバック-部分一致｜再々構築 #5,48,614,7.82%,JPY,811,38935,1.00,2.08%,38935,1.00,"1,000.00",< 10 %,15.98%,22.72%,3.84%,73.44%
2024-09-10,02_一般／リースバック-部分一致｜再々構築 #5,59,614,9.61%,JPY,607,35822,0.00,0.00%,0,1.00,"1,000.00",< 10 %,17.08%,21.49%,3.43%,75.08%
2024-09-11,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2024-09-11,02_一般／リースバック-部分一致｜再々構築 #5,62,571,10.86%,JPY,625,38723,1.00,1.61%,38723,1.00,"1,000.00",< 10 %,17.32%,22.36%,8.79%,68.85%
2024-09-12,01_指名,1,1,100.00%,JPY,237,237,0.00,0.00%,0,0.00,0.00,< 10 %,100.00%,100.00%,0.00%,0.00%
2024-09-12,02_一般／リースバック-部分一致｜再々構築 #5,54,512,10.55%,JPY,691,37309,1.00,1.85%,37309,1.00,"1,000.00",< 10 %,14.72%,20.96%,6.53%,72.51%
2024-09-13,01_指名,1,2,50.00%,JPY,314,314,0.00,0.00%,0,0.00,0.00,50.00%,50.00%,100.00%,0.00%,0.00%
2024-09-13,02_一般／リースバック-部分一致｜再々構築 #5,41,498,8.23%,JPY,613,25139,2.50,6.10%,10056,2.50,"2,500.00",< 10 %,15.26%,20.24%,9.54%,70.22%
2024-09-14,01_指名,0,3,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,33.33%,33.33%,100.00%,0.00%,0.00%
2024-09-14,02_一般／リースバック-部分一致｜再々構築 #5,32,319,10.03%,JPY,792,25340,0.50,1.56%,50681,0.50,500.00,< 10 %,15.14%,20.24%,5.89%,73.87%
2024-09-15,01_指名,0,1,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,< 10 %,100.00%,0.00%,0.00%
